,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,orig.id
251,2013,6,7,757,800,-3,1049,1050,-1,B6,625,N355JB,JFK,HOU,199,1428,8,0,227913
252,2013,2,25,1701,1649,12,2005,2008,-3,UA,80,N37422,EWR,MIA,164,1085,16,49,133111
253,2013,8,25,625,630,-5,828,847,-19,B6,211,N645JB,JFK,LAS,278,2248,6,30,302786
254,2013,10,16,1519,1525,-6,1726,1726,0,EV,4576,N11199,EWR,GRR,96,605,15,25,41562
255,2013,7,21,1116,1120,-4,1343,1409,-26,UA,703,N525UA,JFK,LAX,305,2475,11,20,269506
256,2013,4,5,1105,1115,-10,1252,1305,-13,MQ,4485,N720MQ,LGA,CMH,81,479,11,15,169350
257,2013,8,21,1257,1259,-2,1540,1551,-11,UA,633,N808UA,LGA,IAH,201,1416,12,59,299463
258,2013,6,27,1823,1829,-6,NA,2033,NA,US,1973,N561UW,EWR,CLT,NA,529,18,29,247453
259,2013,4,12,829,835,-6,1139,1151,-12,DL,857,N37700,JFK,SAN,330,2446,8,35,175788
260,2013,4,10,748,757,-9,915,945,-30,9E,3611,N829AY,JFK,PIT,67,340,7,57,173793
261,2013,9,6,1205,1215,-10,1312,1329,-17,EV,3807,N13969,EWR,ORF,51,284,12,15,314121
262,2013,6,2,1040,1046,-6,1306,1327,-21,B6,41,N613JB,JFK,MCO,121,944,10,46,223241
263,2013,10,4,900,900,0,1200,1206,-6,UA,1581,N53441,EWR,SEA,331,2402,9,0,30184
264,2013,1,9,2014,2020,-6,2245,2245,0,MQ,4662,N503MQ,LGA,ATL,115,762,20,20,7834
265,2013,12,24,1732,1730,2,2041,2109,-28,UA,1284,N17233,EWR,SFO,344,2565,17,30,105078
266,2013,4,6,845,830,15,1106,1106,0,DL,269,N906DE,JFK,ATL,107,760,8,30,170159
267,2013,8,16,540,545,-5,817,813,4,UA,493,N534UA,LGA,IAH,178,1416,5,45,294346
268,2013,1,14,1050,1042,8,1226,1206,20,EV,4694,N13994,EWR,MKE,136,725,10,42,11592
269,2013,9,12,855,901,-6,1111,1110,1,EV,4087,N13123,EWR,IND,95,645,9,1,319439
270,2013,1,13,925,930,-5,1059,1103,-4,9E,3661,N836AY,JFK,ROC,51,264,9,30,10639
271,2013,10,2,846,848,-2,1039,1110,-31,UA,1643,N41140,EWR,DEN,213,1605,8,48,28196
272,2013,8,2,1729,1706,23,2145,2111,34,B6,803,N506JB,JFK,SJU,201,1598,17,6,281576
273,2013,1,21,629,630,-1,819,810,9,B6,905,N239JB,JFK,ORD,142,740,6,30,17371
274,2013,1,10,1748,1753,-5,2104,2105,-1,UA,535,N510UA,JFK,LAX,343,2475,17,53,8609
275,2013,3,13,1753,1800,-7,1856,1913,-17,US,2138,N952UW,LGA,BOS,39,184,18,0,148109
276,2013,7,11,2327,2245,42,23,2359,24,B6,1816,N353JB,JFK,SYR,38,209,22,45,260580
277,2013,8,29,745,750,-5,1048,1044,4,UA,297,N579UA,EWR,LAX,298,2454,7,50,306714
278,2013,10,30,1455,1455,0,1733,1723,10,9E,3326,N918XJ,JFK,IND,116,665,14,55,54555
279,2013,3,26,1710,1715,-5,2035,2024,11,DL,1779,N324US,LGA,FLL,159,1076,17,15,160195
280,2013,4,13,751,756,-5,939,954,-15,EV,4548,N26545,EWR,DTW,88,488,7,56,176705
281,2013,4,23,1648,1655,-7,2017,2010,7,AA,773,N515AA,LGA,DFW,213,1389,16,55,186515
282,2013,3,30,854,900,-6,1109,1116,-7,EV,4686,N34110,EWR,MCI,163,1092,9,0,163599
283,2013,2,23,816,817,-1,904,921,-17,EV,4199,N12967,EWR,ALB,33,143,8,17,130953
284,2013,9,19,818,822,-4,1218,1215,3,B6,403,N505JB,JFK,SJU,201,1598,8,22,325865
285,2013,9,4,801,805,-4,1038,1101,-23,DL,1109,N322NB,LGA,TPA,138,1010,8,5,311962
286,2013,4,9,1141,1145,-4,1410,1431,-21,B6,625,N239JB,JFK,HOU,195,1428,11,45,173014
287,2013,5,17,1153,1200,-7,1316,1311,5,US,2173,N754UW,LGA,DCA,46,214,12,0,208748
288,2013,5,9,1952,1610,222,2123,1749,214,EV,4974,N716EV,LGA,BNA,101,764,16,10,201735
289,2013,4,30,1500,1500,0,1629,1640,-11,MQ,4333,N687MQ,JFK,PIT,61,340,15,0,192986
290,2013,5,17,859,600,179,1038,725,193,UA,709,N423UA,LGA,ORD,110,733,6,0,208607
291,2013,6,29,1244,1241,3,1352,1358,-6,EV,6054,N12201,EWR,IAD,44,212,12,41,249063
292,2013,7,25,1801,1800,1,2052,2039,13,DL,61,N610DL,LGA,ATL,106,762,18,0,273866
293,2013,4,9,742,745,-3,956,1013,-17,DL,807,N302DQ,EWR,ATL,110,746,7,45,172782
294,2013,2,10,1156,1200,-4,1503,1510,-7,AA,3,N319AA,JFK,LAX,342,2475,12,0,119264
295,2013,7,25,2234,2140,54,2355,2310,45,MQ,3317,N504MQ,LGA,RDU,63,431,21,40,274089
296,2013,7,10,1851,1722,89,2138,1858,160,B6,86,N258JB,JFK,ROC,60,264,17,22,259343
297,2013,7,11,1522,1510,12,1645,1643,2,UA,253,N556UA,EWR,ORD,107,719,15,10,260187
298,2013,12,19,2018,2017,1,40,116,-36,UA,1292,N35260,EWR,SJU,183,1608,20,17,100688
299,2013,8,29,1655,1700,-5,1813,1825,-12,US,2189,N704US,LGA,DCA,39,214,17,0,307256
300,2013,3,5,1650,1652,-2,1802,1806,-4,B6,1176,N281JB,EWR,BOS,38,200,16,52,140512
301,2013,11,9,1322,1325,-3,1615,1625,-10,UA,636,N456UA,EWR,FLL,149,1065,13,25,63724
302,2013,1,31,2053,2100,-7,2241,2235,6,MQ,4507,N719MQ,LGA,RDU,75,431,21,0,26846
303,2013,2,14,1856,1903,-7,2014,2022,-8,EV,4131,N14105,EWR,RIC,57,277,19,3,123357
304,2013,10,6,1913,1900,13,2018,2025,-7,WN,490,N710SW,LGA,MKE,108,738,19,0,32395
305,2013,10,6,1849,1820,29,2059,2034,25,9E,3542,N902XJ,JFK,MSP,142,1029,18,20,32367
306,2013,1,15,1103,1105,-2,1241,1245,-4,WN,542,N298WN,LGA,MDW,134,725,11,5,12525
307,2013,9,27,1348,1400,-12,1506,1507,-1,US,2150,N953UW,LGA,BOS,38,184,14,0,333679
308,2013,3,9,1026,1029,-3,1142,1134,8,B6,1026,N534JB,JFK,BOS,36,187,10,29,143995
309,2013,1,19,1353,1400,-7,1611,1636,-25,DL,2247,N542US,LGA,ATL,116,762,14,0,16213
310,2013,3,11,1146,1140,6,1443,1445,-2,AA,1623,N3BWAA,EWR,MIA,150,1085,11,40,145803
311,2013,10,15,723,730,-7,909,929,-20,DL,831,N368NB,LGA,DTW,81,502,7,30,40131
312,2013,4,14,2058,2105,-7,2305,2305,0,MQ,4573,N725MQ,LGA,DTW,79,502,21,5,178229
313,2013,2,14,651,700,-9,815,807,8,US,2163,N747UW,LGA,DCA,43,214,7,0,122647
314,2013,4,2,1523,1520,3,1804,1811,-7,B6,537,N630JB,EWR,TPA,144,997,15,20,166607
315,2013,6,6,2035,2034,1,9,30,-21,UA,1071,N17245,EWR,BQN,191,1585,20,34,227689
316,2013,1,19,1705,1705,0,1955,2010,-15,AA,1905,N4YFAA,EWR,DFW,213,1372,17,5,16375
317,2013,5,5,1322,1325,-3,1430,1430,0,US,1279,N747UW,LGA,PHL,37,96,13,25,197470
318,2013,9,8,2117,2125,-8,2249,2247,2,EV,5489,N611QX,LGA,CHO,47,305,21,25,316251
319,2013,4,4,1322,1325,-3,1631,1650,-19,VX,411,N641VA,JFK,LAX,336,2475,13,25,168475
320,2013,3,8,NA,1730,NA,NA,1936,NA,EV,4382,N14570,EWR,DTW,NA,488,17,30,143580
321,2013,1,8,1644,1630,14,1941,1925,16,UA,1178,N66057,EWR,IAH,208,1400,16,30,6717
322,2013,12,4,716,720,-4,1041,1045,-4,AA,1345,N338AA,JFK,MIA,146,1089,7,20,86224
323,2013,6,15,1429,1435,-6,1634,1710,-36,B6,615,N348JB,JFK,JAX,107,828,14,35,235775
324,2013,10,26,1423,1430,-7,1617,1632,-15,9E,3426,N928XJ,EWR,MSP,153,1008,14,30,50843
325,2013,8,24,1807,1813,-6,1932,2005,-33,UA,1053,N33262,EWR,CLE,62,404,18,13,302608
326,2013,3,13,1027,859,88,1228,1111,77,EV,4107,N11113,EWR,CVG,100,569,8,59,147675
327,2013,11,22,2020,2019,1,2348,2345,3,UA,1224,N77261,EWR,LAX,362,2454,20,19,76326
328,2013,6,30,814,815,-1,940,930,10,MQ,3370,N816MQ,JFK,DCA,51,213,8,15,249683
329,2013,10,16,1712,1707,5,1905,1913,-8,B6,1119,N323JB,JFK,CLT,86,541,17,7,41696
330,2013,2,3,1742,1722,20,1900,1844,16,EV,4300,N14562,EWR,RIC,51,277,17,22,113493
331,2013,6,25,749,751,-2,913,921,-8,UA,1172,N75425,EWR,ORD,112,719,7,51,244886
332,2013,9,2,2126,1959,87,22,2201,141,EV,4543,N14998,EWR,DSM,159,1017,19,59,310656
333,2013,6,11,609,610,-1,723,725,-2,WN,273,N8307K,LGA,MDW,109,725,6,10,231450
334,2013,5,29,1917,1925,-8,2153,2219,-26,DL,1485,N944DL,LGA,MCO,125,950,19,25,220083
335,2013,1,16,623,630,-7,849,831,18,US,1125,N108UW,EWR,CLT,100,529,6,30,13133
336,2013,8,25,1207,1209,-2,1311,1316,-5,B6,1191,N355JB,JFK,ACK,40,199,12,9,303081
337,2013,1,7,1716,1720,-4,2052,2033,19,DL,1779,N335NW,LGA,FLL,161,1076,17,20,5848
338,2013,1,4,1058,1055,3,1346,1405,-19,AA,739,N3FMAA,LGA,DFW,210,1389,10,55,3016
339,2013,9,3,1827,1830,-3,2125,2140,-15,B6,305,N828JB,EWR,FLL,161,1065,18,30,311616
340,2013,5,30,1707,1710,-3,1917,1934,-17,DL,2042,N309DE,EWR,ATL,100,746,17,10,220914
341,2013,11,12,822,803,19,1126,1143,-17,UA,1583,N14231,EWR,SFO,342,2565,8,3,66138
342,2013,1,29,601,610,-9,901,915,-14,AA,1837,N3FYAA,LGA,MIA,151,1096,6,10,24313
343,2013,3,15,1647,1650,-3,1808,1820,-12,AA,1790,N3HWAA,JFK,BOS,43,187,16,50,149979
344,2013,8,16,854,900,-6,1313,1305,8,AA,1357,N5FTAA,JFK,SJU,215,1598,9,0,294571
345,2013,3,13,1458,1505,-7,1624,1640,-16,9E,4105,N8598B,JFK,IAD,53,228,15,5,147898
346,2013,5,28,1328,1250,38,1546,1513,33,EV,4095,N13992,EWR,ATL,110,746,12,50,218736
347,2013,5,2,2011,2020,-9,2241,2245,-4,MQ,4662,N511MQ,LGA,ATL,107,762,20,20,195266
348,2013,12,1,1830,1835,-5,1958,2020,-22,AA,359,N3JCAA,LGA,ORD,114,733,18,35,83932
349,2013,12,2,1815,1805,10,2115,2059,16,UA,1637,N36280,EWR,TPA,138,997,18,5,84932
350,2013,10,13,1710,1715,-5,1839,1905,-26,AA,345,N4YJAA,LGA,ORD,109,733,17,15,38762
351,2013,10,13,2251,2255,-4,4,2358,6,B6,718,N558JB,JFK,BOS,40,187,22,55,39028
352,2013,10,13,1825,1659,86,2059,1930,89,EV,4705,N13550,EWR,ATL,107,746,16,59,38843
353,2013,11,11,1628,1550,38,1758,1730,28,MQ,3416,N542MQ,LGA,RDU,66,431,15,50,65634
354,2013,12,5,1310,1315,-5,1506,1523,-17,9E,3795,N8847A,EWR,CVG,98,569,13,15,87407
355,2013,12,13,2150,2157,-7,2247,2305,-18,UA,736,N421UA,EWR,BOS,36,200,21,57,95358
356,2013,8,23,842,844,-2,1141,1139,2,UA,1401,N33292,EWR,MIA,146,1085,8,44,301216
357,2013,3,24,1800,1700,60,2041,1924,77,DL,2042,N310DE,EWR,ATL,128,746,17,0,158283
358,2013,4,15,1854,1900,-6,2013,2056,-43,9E,3334,N600LR,JFK,PIT,62,340,19,0,179098
359,2013,10,13,1643,1620,23,1803,1755,8,DL,2443,N337NB,JFK,BOS,35,187,16,20,38723
360,2013,6,12,1856,1900,-4,2201,2226,-25,DL,2007,N3773D,JFK,PDX,333,2454,19,0,233192
361,2013,12,11,2100,2100,0,2248,2225,23,MQ,3660,N514MQ,LGA,BNA,139,764,21,0,93389
362,2013,9,4,819,822,-3,1032,1037,-5,EV,4419,N23139,EWR,XNA,165,1131,8,22,311986
363,2013,12,21,1756,1720,36,2030,1948,42,FL,1101,N982AT,LGA,ATL,126,762,17,20,102392
364,2013,1,21,1112,1116,-4,1403,1414,-11,UA,1143,N13716,EWR,PBI,161,1023,11,16,17638
365,2013,10,31,1500,1505,-5,1647,1655,-8,MQ,3391,N811MQ,LGA,CMH,80,479,15,5,55520
366,2013,10,2,1541,1545,-4,1743,1805,-22,WN,3580,N912WN,EWR,DEN,218,1605,15,45,28572
367,2013,11,6,558,600,-2,908,933,-25,UA,303,N588UA,JFK,SFO,353,2586,6,0,60438
368,2013,4,11,1255,1259,-4,1532,1536,-4,DL,781,N907DE,LGA,ATL,113,762,12,59,175023
369,2013,12,10,901,905,-4,1325,1225,60,VX,161,N838VA,EWR,LAX,372,2454,9,5,91743
370,2013,4,17,852,900,-8,1128,1115,13,DL,181,N318US,LGA,DTW,88,502,9,0,180476
371,2013,7,19,906,800,66,1058,1019,39,9E,3507,N905XJ,JFK,MSY,152,1182,8,0,267654
372,2013,7,14,2000,1901,59,2243,2213,30,B6,201,N231JB,JFK,FLL,134,1069,19,1,263277
373,2013,9,14,809,810,-1,1014,1029,-15,DL,1743,N3745B,JFK,ATL,99,760,8,10,321301
374,2013,10,20,617,620,-3,730,740,-10,WN,423,N8303R,LGA,MDW,117,725,6,20,44647
375,2013,8,5,539,540,-1,825,840,-15,AA,701,N622AA,JFK,MIA,141,1089,5,40,283619
376,2013,8,26,1951,2000,-9,2055,2112,-17,US,2162,N961UW,LGA,BOS,39,184,20,0,304527
377,2013,8,26,718,720,-2,819,845,-26,WN,1705,N217JC,EWR,BNA,101,748,7,20,303776
378,2013,4,23,1925,1900,25,2051,2043,8,DL,975,N315NB,LGA,PIT,63,335,19,0,186673
379,2013,1,16,1251,1300,-9,1557,1537,20,DL,781,N665DN,LGA,ATL,131,762,13,0,13474
380,2013,10,10,1605,1559,6,1842,1906,-24,UA,375,N482UA,EWR,SEA,314,2402,15,59,36084
381,2013,10,3,849,857,-8,1203,1151,12,UA,997,N515UA,EWR,LAX,325,2454,8,57,29172
382,2013,7,22,940,940,0,1100,1110,-10,WN,1098,N274WN,LGA,MKE,108,738,9,40,270426
383,2013,3,17,1554,1557,-3,1808,1754,14,9E,3523,N604LR,JFK,ORD,145,740,15,57,151602
384,2013,5,4,616,620,-4,851,952,-61,UA,421,N848UA,EWR,SFO,319,2565,6,20,196368
385,2013,5,3,1815,1659,76,1949,1842,67,UA,1189,N16701,EWR,ORD,114,719,16,59,196106
386,2013,7,17,1737,1745,-8,2106,2110,-4,AA,1611,N3EGAA,LGA,MIA,146,1096,17,45,266124
387,2013,11,10,1855,1845,10,2218,2152,26,DL,2391,N963DL,JFK,TPA,148,1005,18,45,64802
388,2013,4,21,1340,1330,10,1643,1606,37,B6,127,N294JB,EWR,MCO,157,937,13,30,184402
389,2013,10,7,1624,1315,189,1923,1513,250,EV,5395,N722EV,LGA,CMH,77,479,13,15,33139
390,2013,12,22,1618,1450,88,1807,1650,77,MQ,3199,N527MQ,LGA,CLT,90,544,14,50,103130
391,2013,11,30,1304,1200,64,1508,1423,45,EV,5333,N751EV,LGA,CHS,90,641,12,0,82682
392,2013,11,4,1002,1000,2,1558,1555,3,HA,51,N393HA,JFK,HNL,636,4983,10,0,58764
393,2013,1,23,623,615,8,822,820,2,US,1791,N747UW,JFK,CLT,93,541,6,15,19153
394,2013,7,30,652,659,-7,748,820,-32,UA,751,N413UA,EWR,BOS,37,200,6,59,277964
395,2013,8,20,556,600,-4,700,720,-20,UA,1686,N81449,EWR,BOS,46,200,6,0,298040
396,2013,8,19,1922,1936,-14,2244,2233,11,B6,1271,N779JB,LGA,FLL,162,1076,19,36,297883
397,2013,3,14,1404,1315,49,1541,1504,37,US,1895,N173US,EWR,CLT,81,529,13,15,148830
398,2013,9,6,1859,1900,-1,2122,2132,-10,DL,947,N908DL,LGA,ATL,102,762,19,0,314544
399,2013,4,11,1456,1325,91,1658,1500,118,AA,331,N4WWAA,LGA,ORD,117,733,13,25,175120
400,2013,6,21,1710,1716,-6,1839,1848,-9,B6,408,N283JB,JFK,PWM,51,273,17,16,241718
401,2013,3,29,848,855,-7,1043,1108,-25,EV,4984,N131EV,EWR,DTW,75,488,8,55,162655
402,2013,12,24,1633,1558,35,1802,1731,31,UA,1492,N17244,EWR,ORD,111,719,15,58,105019
403,2013,11,26,626,630,-4,1017,938,39,B6,929,N657JB,JFK,RSW,172,1074,6,30,79055
404,2013,4,30,1449,1325,84,1718,1626,52,UA,1054,N19141,EWR,LAX,305,2454,13,25,192969
405,2013,12,5,1343,1251,52,1741,1630,71,UA,998,N457UA,EWR,PHX,333,2133,12,51,87430
406,2013,4,27,926,932,-6,1030,1042,-12,B6,1004,N635JB,JFK,BOS,35,187,9,32,190000
407,2013,8,3,949,955,-6,1256,1250,6,AA,731,N548AA,LGA,DFW,194,1389,9,55,282100
408,2013,12,2,1823,1435,228,1951,1625,206,EV,5391,N709EV,LGA,MSN,114,812,14,35,84942
409,2013,4,5,1642,1648,-6,1754,1806,-12,EV,4255,N14952,EWR,ROC,48,246,16,48,169672
410,2013,9,12,NA,1829,NA,NA,2010,NA,UA,589,NA,EWR,ORD,NA,719,18,29,320163
411,2013,1,25,1544,1545,-1,1800,1815,-15,DL,1942,N343NB,EWR,ATL,118,746,15,45,21478
412,2013,11,21,2030,2040,-10,2348,2326,22,EV,4204,N11140,EWR,OKC,230,1325,20,40,75355
413,2013,9,7,624,630,-6,852,952,-60,UA,1299,N87531,EWR,SFO,309,2565,6,30,314726
414,2013,5,20,1438,1435,3,1758,1735,23,UA,1534,N57439,EWR,MIA,171,1085,14,35,211517
415,2013,2,22,810,800,10,1110,1116,-6,B6,553,N665JB,EWR,RSW,159,1068,8,0,130019
416,2013,3,14,1734,1650,44,1917,1855,22,EV,4997,N748EV,EWR,DTW,79,488,16,50,149057
417,2013,6,16,1619,1625,-6,1753,1808,-15,DL,402,N344NB,JFK,BOS,40,187,16,25,236722
418,2013,3,4,NA,1427,NA,NA,1626,NA,EV,4975,N722EV,EWR,MSP,NA,1008,14,27,139846
419,2013,11,14,1109,1115,-6,1226,1252,-26,EV,5273,N753EV,LGA,PIT,54,335,11,15,68254
420,2013,9,29,1342,1345,-3,1626,1702,-36,DL,476,N337NB,LGA,MIA,137,1096,13,45,335271
421,2013,2,4,1715,1705,10,2026,2015,11,UA,1259,N14731,LGA,IAH,225,1416,17,5,114379
422,2013,12,7,2035,2015,20,6,2343,23,DL,427,N188DN,JFK,LAX,353,2475,20,15,89672
423,2013,10,27,1121,1125,-4,1249,1310,-21,AA,327,N3DXAA,LGA,ORD,118,733,11,25,51434
424,2013,5,12,755,800,-5,1054,1050,4,B6,625,N193JB,JFK,HOU,223,1428,8,0,203695
425,2013,4,13,1935,1937,-2,2233,2256,-23,B6,147,N527JB,JFK,RSW,157,1074,19,37,177285
426,2013,5,24,755,800,-5,927,913,14,US,2165,N753US,LGA,DCA,54,214,8,0,215039
427,2013,3,5,1319,1315,4,1527,1520,7,MQ,4564,N711MQ,LGA,DTW,83,502,13,15,140294
428,2013,3,14,949,956,-7,1241,1240,1,B6,197,N585JB,JFK,LAS,304,2248,9,56,148625
429,2013,2,1,640,645,-5,850,846,4,US,926,N560UW,EWR,CLT,95,529,6,45,111356
430,2013,10,16,1448,1450,-2,1724,1755,-31,UA,395,N405UA,EWR,FLL,138,1065,14,50,41513
431,2013,3,27,1337,1310,27,1505,1447,18,EV,4681,N11176,EWR,GSO,72,445,13,10,160940
432,2013,9,21,1154,1200,-6,1241,1257,-16,EV,3847,N14562,EWR,BDL,29,116,12,0,327966
433,2013,10,27,1544,1545,-1,1936,1944,-8,DL,689,N3753,JFK,SJU,198,1598,15,45,51665
434,2013,8,14,1434,1329,65,1615,1537,38,EV,4193,N14168,EWR,MSP,143,1008,13,29,292854
435,2013,9,9,737,740,-3,850,900,-10,MQ,3709,N511MQ,EWR,ORD,105,719,7,40,316413
436,2013,7,9,1845,1708,97,2212,1837,NA,EV,5824,N16559,EWR,ORF,NA,284,17,8,258403
437,2013,3,25,847,854,-7,1020,1043,-23,UA,649,N442UA,EWR,CLE,69,404,8,54,158739
438,2013,12,31,2152,2155,-3,2325,2334,-9,B6,985,N281JB,JFK,RDU,74,427,21,55,111266
439,2013,12,4,2245,2030,135,4,2205,119,WN,3494,N791SW,EWR,MDW,116,711,20,30,87070
440,2013,8,21,1950,1935,15,2158,2140,18,EV,4361,N15910,EWR,TYS,95,631,19,35,299893
441,2013,4,15,1859,1905,-6,2206,2210,-4,UA,1673,N73276,EWR,RSW,158,1068,19,5,179114
442,2013,9,30,1113,1053,20,1233,1228,5,EV,3828,N11137,EWR,RDU,62,416,10,53,336146
443,2013,2,24,1751,1720,31,1931,1910,21,AA,345,N439AA,LGA,ORD,120,733,17,20,132205
444,2013,11,4,2123,2100,23,2311,2235,36,MQ,3317,N0EGMQ,LGA,RDU,70,431,21,0,59413
445,2013,3,18,1350,1359,-9,1552,1600,-8,EV,4370,N12135,EWR,CHS,102,628,13,59,152477
446,2013,3,18,857,900,-3,1214,1224,-10,DL,120,N705TW,JFK,LAX,336,2475,9,0,152238
447,2013,2,13,858,900,-2,1204,1205,-1,DL,1885,N348NW,LGA,MCO,153,950,9,0,121866
448,2013,2,8,NA,1615,NA,NA,1845,NA,WN,161,N725SW,EWR,DEN,NA,1605,16,15,118151
449,2013,5,19,NA,1929,NA,NA,2155,NA,EV,5181,N753EV,EWR,ATL,NA,746,19,29,211004
450,2013,4,23,1056,1100,-4,1347,1330,17,DL,1647,N668DN,LGA,ATL,107,762,11,0,186225
451,2013,3,16,857,900,-3,1147,1116,31,EV,4686,N16112,EWR,MCI,185,1092,9,0,150492
452,2013,3,7,1505,1510,-5,1836,1818,18,UA,1665,N14118,EWR,LAX,332,2454,15,10,142267
453,2013,11,26,2035,2028,7,2202,2206,-4,UA,1464,N39416,EWR,CLE,64,404,20,28,79911
454,2013,4,29,1202,1210,-8,1442,1510,-28,AA,743,N4YTAA,LGA,DFW,186,1389,12,10,191863
455,2013,12,16,1550,1600,-10,1729,1730,-1,MQ,3734,N511MQ,LGA,BNA,117,764,16,0,97549
456,2013,2,12,556,600,-4,740,759,-19,DL,731,N339NB,LGA,DTW,87,502,6,0,120765
457,2013,1,4,940,855,45,1145,1101,44,EV,4164,N11113,EWR,DTW,88,488,8,55,2955
458,2013,3,1,1748,1753,-5,2011,2105,-54,UA,535,N560UA,JFK,LAX,300,2475,17,53,136949
459,2013,2,10,557,559,-2,915,930,-15,UA,691,N525UA,JFK,SFO,358,2586,5,59,119002
460,2013,4,17,2016,2015,1,2217,2239,-22,9E,4033,N8543F,LGA,TYS,94,647,20,15,181115
461,2013,11,3,553,600,-7,1028,1043,-15,B6,1403,N507JB,JFK,SJU,200,1598,6,0,57572
462,2013,9,10,1659,1700,-1,1946,2008,-22,DL,1394,N3752,JFK,PDX,311,2454,17,0,317963
463,2013,1,26,1303,1310,-7,1740,1805,-25,DL,315,N3745B,JFK,SJU,193,1598,13,10,22177
464,2013,10,3,1724,1720,4,2012,2010,2,UA,652,N471UA,EWR,IAH,191,1400,17,20,29665
465,2013,3,26,811,815,-4,1117,1115,2,DL,1167,N307DQ,JFK,TPA,159,1005,8,15,159685
466,2013,9,27,1221,1223,-2,1322,1334,-12,UA,436,N414UA,EWR,BOS,38,200,12,23,333605
467,2013,7,7,906,915,-9,1013,1039,-26,DL,867,N330NB,JFK,BOS,39,187,9,15,255925
468,2013,3,9,2249,2250,-1,2355,5,-10,B6,30,N354JB,JFK,ROC,46,264,22,50,144504
469,2013,5,11,1154,1200,-6,1300,1312,-12,EV,4228,N11551,EWR,BUF,48,282,12,0,203156
470,2013,9,22,1837,1842,-5,2002,2019,-17,EV,5274,N612QX,LGA,BNA,102,764,18,42,329084
471,2013,9,5,2025,2013,12,2222,2220,2,EV,4570,N15910,EWR,GRR,92,605,20,13,313658
472,2013,8,12,642,645,-3,836,845,-9,B6,675,N193JB,JFK,MSY,159,1182,6,45,290419
473,2013,10,7,1449,1455,-6,1751,1750,1,AA,2285,N5ETAA,JFK,MCO,135,944,14,55,33058
474,2013,2,5,1933,1920,13,2250,2258,-8,DL,6,N3745B,JFK,SLC,295,1990,19,20,115434
475,2013,5,10,1647,1645,2,1848,1851,-3,DL,1473,N325NB,LGA,MEM,155,963,16,45,202534
476,2013,3,4,1309,1315,-6,1453,1504,-11,US,1895,N187US,EWR,CLT,82,529,13,15,139314
477,2013,1,16,1808,1800,8,2053,2043,10,DL,1047,N692DL,LGA,ATL,133,762,18,0,13751
478,2013,1,27,613,615,-2,846,842,4,DL,575,N366NB,EWR,ATL,112,746,6,15,22556
479,2013,4,15,639,644,-5,841,855,-14,EV,4122,N14952,EWR,SDF,100,642,6,44,178363
480,2013,2,20,814,800,14,1111,1116,-5,B6,553,N593JB,EWR,RSW,158,1068,8,0,128123
481,2013,7,31,2056,2100,-4,2258,2250,8,MQ,3384,N510MQ,LGA,CLT,79,544,21,0,279815
482,2013,6,9,634,630,4,906,904,2,UA,1640,N78501,LGA,IAH,195,1416,6,30,229552
483,2013,7,4,1238,1245,-7,1342,1355,-13,AA,1850,N3GRAA,JFK,BOS,39,187,12,45,253683
484,2013,10,1,1506,1509,-3,1709,1731,-22,UA,745,N519UA,LGA,DEN,213,1620,15,9,27576
485,2013,9,28,1427,1430,-3,1605,1624,-19,EV,5044,N741EV,EWR,MSP,141,1008,14,30,334578
486,2013,9,11,819,817,2,1019,1023,-4,9E,3353,N929XJ,JFK,DTW,81,509,8,17,318425
487,2013,12,18,1100,1100,0,1206,1210,-4,MQ,3230,N513MQ,JFK,DCA,39,213,11,0,99188
488,2013,9,14,802,800,2,1110,1110,0,DL,2190,N953DL,JFK,MIA,156,1089,8,0,321296
489,2013,10,21,1732,1725,7,2023,2019,4,UA,1109,N29124,EWR,MCO,148,937,17,25,46289
490,2013,7,29,1943,1721,142,2218,1958,140,UA,278,N547UA,EWR,IAH,171,1400,17,21,277721
491,2013,5,17,1855,1900,-5,2213,2238,-25,DL,87,N713TW,JFK,LAX,326,2475,19,0,209173
492,2013,7,12,1009,1015,-6,1229,1209,20,EV,4517,N11109,EWR,CHS,101,628,10,15,260956
493,2013,11,3,1024,1027,-3,1138,1151,-13,EV,4187,N11544,EWR,BNA,117,748,10,27,57818
494,2013,1,23,2040,1729,191,2338,2049,169,AA,543,N365AA,JFK,MIA,151,1089,17,29,19953
495,2013,1,20,1928,1857,31,2234,2201,33,UA,891,N404UA,LGA,IAH,215,1416,18,57,17205
496,2013,3,17,722,729,-7,1011,1026,-15,B6,361,N760JB,LGA,PBI,145,1035,7,29,151155
497,2013,5,23,2349,2030,199,46,2150,176,WN,490,N494WN,EWR,MDW,97,711,20,30,214689
498,2013,10,22,2120,2129,-9,2243,2239,4,EV,4509,N14993,EWR,PWM,48,284,21,29,47474
499,2013,3,1,1010,1000,10,1130,1137,-7,UA,1460,N26210,LGA,ORD,108,733,10,0,136536
500,2013,12,14,1147,1130,17,1502,1435,27,AA,1623,N3DYAA,EWR,MIA,159,1085,11,30,95664
501,2013,12,18,1632,1630,2,2121,2130,-9,AA,95,N623AA,JFK,SJU,202,1598,16,30,99493
